cohort,label,cardName,offeredGames,keptGames,notKeptGames,keepRate,avgEloGainOffered,avgEloGainKept,avgEloGainNotKept,stddevEloGainOffered,stddevEloGainKept,stddevEloGainNotKept,avgEloDeltaOffered,avgEloDeltaKept,avgEloDeltaNotKept
tfmstats_reference,TFMStats reference,Insects,17472,14101,3371,80.70627289377289,0.14325778388278387,0.27579604283384157,-0.4111539602491842,8.163847936386253,8.266519799038896,7.696045857650199,-0.006938797290922144,0.12559946166013555,-0.5613505414228902
tfmstats_reference,TFMStats reference,Insulation,17619,857,16762,4.864067200181622,-0.1309949486349963,-1.075845974329055,-0.08268703018732848,8.036214940915945,6.7792348915320915,8.09244730261701,-0.2811915298087023,-1.226042555502761,-0.2328836113610345
tfmstats_reference,TFMStats reference,Interstellar Colony Ship,17136,6548,10588,38.21195144724557,-0.07049486461251167,0.14737324373854613,-0.20523233849641104,8.112481933927954,8.016753353077927,8.168591866934412,-0.2206914457862177,-0.0028233374351598894,-0.355428919670117
tfmstats_reference,TFMStats reference,Invention Contest,17507,15848,1659,90.52379048380648,0.3102758896441423,0.37007824331145883,-0.26100060277275466,8.061813423624768,8.16039627333467,7.027517288448657,0.1600793084704363,0.21988166213775281,-0.41119718394646065
tfmstats_reference,TFMStats reference,Inventors' Guild,17383,16424,959,94.48311568774089,0.5884484841511822,0.6664637116415002,-0.7476538060479666,8.120595193806261,8.17294971213203,7.035470244899926,0.4382519029774762,0.5162671304677942,-0.8978503872216727
tfmstats_reference,TFMStats reference,Investment Loan,17354,12808,4546,73.80431024547654,0.04661749452575775,0.29270768269831354,-0.6467223933128025,8.0108527436722,8.304568010423003,7.0734110067443625,-0.10357908664794827,0.14251110152460753,-0.7969189744865085
tfmstats_reference,TFMStats reference,Io Mining Industries,17390,14849,2541,85.38815411155836,0.6012075905692927,0.5770758973668261,0.7422274695001968,8.149973617509746,8.14927588871983,8.154225970511149,0.4510110093955867,0.42687931619312003,0.5920308883264908
tfmstats_reference,TFMStats reference,Ironworks,17366,2425,14941,13.964067718530462,-0.04698836807554992,0.0911340206185567,-0.06940633157084533,8.11881129783269,8.141813889311532,8.115123079740776,-0.19718494924925595,-0.059062560555149315,-0.21960291274455135
tfmstats_reference,TFMStats reference,Kelp Farming,17577,14704,2873,83.65477612789441,0.7008021846731524,0.9528019586507073,-0.5889314305603899,8.127558659093722,8.24986111585432,7.337362129208521,0.5506056034994463,0.8026053774770012,-0.7391280117340959
tfmstats_reference,TFMStats reference,Lagrange Observatory,17496,14667,2829,83.83058984910836,0.0017146776406035665,0.023726733483329925,-0.11240721102863202,8.011644670857292,7.9950795548438585,8.097449580730949,-0.14848190353310245,-0.12646984769037609,-0.26260379220233804
tfmstats_reference,TFMStats reference,Lake Marineris,17329,4494,12835,25.93340642853021,-0.11552888222055514,0.10258121940364931,-0.19189715621347878,7.942431628547841,8.462531945600192,7.750976338407589,-0.2657254633942612,-0.04761536177005671,-0.3420937373871848
tfmstats_reference,TFMStats reference,Land Claim,17285,2043,15242,11.819496673416257,-0.02765403529071449,-0.315712187958884,0.010956567379608975,8.07025812893936,7.972632106313954,8.082732638690482,-0.17785061646442052,-0.46590876913259005,-0.13924001379409703
tfmstats_reference,TFMStats reference,Large Convoy,17298,14756,2542,85.30465949820788,0.24979766446988091,0.3477907291949038,-0.3190401258851298,8.145982716400779,8.269319361101264,7.365273145487383,0.0996010832961749,0.19759414802119776,-0.4692367070588358
tfmstats_reference,TFMStats reference,Lava Flows,17614,13865,3749,78.71579425457023,0.20239582150562052,0.280923187883159,-0.08802347292611364,7.979354566364773,8.053739746380135,7.692096184896457,0.052199240331914504,0.130726606709453,-0.23822005409981967
